52	4524971.3
79	4451035.3
75	4441022.3
73	JP2C120525SEDIMENT
76	4441021.3
76	4451034.3
76	4451033.3
76	4440984.3
72	4451036.3
76	4441020.3
128	4504798.3
245	4441599.3
230	4441598.3
227	4441574.3
223	4493725.3
127	4504797.3
99	BMAY13
106	BOCT13
172	4525341.3
83	4549766.3
53	4491734.3
100	BMAY14
101	4485982.3
101	4485219.3
102	4461840.3
113	4449956.3
102	AOCT13
107	4461011.3
110	4453246.3
233	4442626.3
233	4441597.3
125	4446153.3
99	COCT13
103	ANOV12
113	4539508.3
115	4454153.3
103	AMAY14
89	4550960.3
86	4549767.3
104	4485981.3
101	4485218.3
229	4441620.3
103	4539507.3
109	4539513.3
104	AMAY13
123	4449103.3
108	4453406.3
108	4453254.3
233	4493726.3
106	CMAY13
68	4441363.3
111	4539502.3
101	CMAY14
112	4460189.3
87	JP5SED110513AMP
228	4441603.3
141	4478939.3
100	4539511.3
158	4441663.3
158	4441102.3
221	4441573.3
104	4446342.3
241	4441585.3
218	4441617.3
124	4453247.3
233	4441610.3
231	4441143.3
218	4441613.3
107	4460178.3
113	4453434.3
107	4460182.3
121	4450127.3
117	CNOV12
224	4441570.3
218	4441611.3
109	4539510.3
219	4443684.3
132	4479361.3
115	4516290.3
120	4450126.3
128	4453256.3
230	4441149.3
111	4453436.3
102	4539509.3
108	4539505.3
141	4478038.3
141	4477789.3
109	4539504.3
243	4441591.3
105	4461013.3
128	4479944.3
141	4478941.3
73	4443705.3
108	4450328.3
120	4450125.3
138	4494601.3
247	4441590.3
120	4453261.3
141	4478943.3
299	4478350.3
115	4453433.3
236	4441582.3
237	4441144.3
174	4516220.3
109	4460180.3
241	4441596.4
113	4445990.3
222	4441618.3
236	4441662.3
83	JP2C120525SEDRESIZEAMP
234	4441589.3
74	4443699.3
109	4460188.3
33	4548350.3
29	4516637.3
32	4510168.3
31	4502930.3
29	4546372.3
30	4546289.3
25	4539528.3
29	4516803.3
32	4510170.3
31	4502924.3
32	4494855.3
233	4441092.3
233	4441146.3
120	4453083.3
217	4443682.3
30	4546368.3
30	4546291.3
30	4546290.3
29	4546288.3
30	4546287.3
30	4546283.3
30	4546281.3
30	4546280.3
32	4494863.3
120	4450123.3
32	4510162.3
109	4448052.3
116	4478242.3
29	4546373.3
29	4539523.3
32	4531922.3
31	4502934.3
31	4502932.3
31	4502925.3
32	4494888.3
235	4441600.3
238	4441596.3
29	4539516.3
32	4531924.3
32	4510174.3
32	4510172.3
32	4531897.3
29	4517064.3
29	4516952.3
29	4516911.3
29	4516910.3
28	4516651.3
32	4510163.3
30	4546370.3
30	4546367.3
30	4545449.3
30	4545191.3
29	4539521.3
29	4539520.3
29	4539519.3
32	4522552.3
32	4521534.3
28	4516594.3
29	4516403.3
29	4516402.3
32	4510166.3
31	4502935.3
31	4502933.3
31	4502929.3
31	4502926.3
31	4502923.3
31	4502543.3
32	4502542.3
32	4502541.3
30	4546371.3
29	4545019.3
29	4545017.3
139	4510335.3
137	4494609.3
32	4510169.3
29	4516459.3
32	4548349.3
30	4546374.3
30	4546293.3
30	4546292.3
30	4546285.3
30	4546284.3
30	4546282.3
30	4546279.3
30	4545189.3
29	4516802.3
29	4516455.3
28	4516366.3
30	4546375.3
30	4545014.3
32	4531568.3
32	4494854.3
31	4494623.3
32	4494621.3
117	4516291.3
141	4477755.3
30	4545681.3
30	4545675.3
32	4531898.3
32	4510167.3
32	4510164.3
31	4502540.3
31	4539594.3
30	4539593.3
28	4539583.3
28	4539579.3
30	4539577.3
30	4539576.3
30	4539575.3
30	4539574.3
30	4539573.3
30	4539572.3
30	4539571.3
29	4539527.3
29	4539524.3
29	4539522.3
29	4539518.3
29	4539517.3
32	4531895.3
31	4510173.3
32	4510171.3
32	4510165.3
31	4502931.3
31	4502928.3
31	4502927.3
32	4502539.3
141	4479311.3
30	4546369.3
29	4545018.3
30	4545016.3
30	4545013.3
29	4539526.3
32	4531601.3
121	4453257.3
116	4516289.3
30	4545677.3
32	4539592.3
28	4539582.3
28	4539581.3
32	4531604.3
32	4510175.3
231	4441658.3
32	4531586.3
30	4545020.3
29	4545446.3
30	4545192.3
30	4544304.3
30	4544296.3
141	4478940.3
28	4539580.3
32	4477874.3
76	4443717.3
30	4545448.3
30	4545190.3
30	4544306.3
29	4544303.3
29	4544302.3
29	4544301.3
29	4544300.3
30	4544298.3
30	4544295.3
30	4544294.3
30	4544293.3
29	4539525.3
