#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
WP_012508257.1       -          2-Hacid_dh           PF00389.28   5.4e-39  130.3   0.0   1.1e-38  129.3   0.0   1.5   1   1   0   1   1   1   1 [GCF_000020645.1_ASM2064v1_protein.faa]
WP_012508257.1       -          2-Hacid_dh_C         PF02826.17   6.3e-62  205.4   0.0   1.3e-61  204.4   0.0   1.6   1   0   0   1   1   1   1 [GCF_000020645.1_ASM2064v1_protein.faa]
WP_012508781.1       -          2-Hacid_dh_C         PF02826.17   1.9e-10   37.7   0.3   3.5e-10   36.8   0.3   1.3   1   0   0   1   1   1   1 [GCF_000020645.1_ASM2064v1_protein.faa]
WP_012508852.1       -          2-Hacid_dh_C         PF02826.17   3.1e-07   27.2   0.0   5.3e-07   26.5   0.0   1.3   1   0   0   1   1   1   1 [GCF_000020645.1_ASM2064v1_protein.faa]
WP_012508830.1       -          2-Hacid_dh_C         PF02826.17   5.4e-07   26.4   0.1   7.2e-06   22.8   0.0   2.5   2   1   0   2   2   0   0 [GCF_000020645.1_ASM2064v1_protein.faa]
WP_012508408.1       -          5_nucleotid_C        PF02872.16   1.3e-25   87.8   0.0   4.6e-25   86.0   0.0   2.1   1   0   0   1   1   1   1 [GCF_000020645.1_ASM2064v1_protein.faa]
WP_012507601.1       -          5_nucleotid_C        PF02872.16   3.8e-15   53.8   0.0   8.9e-15   52.6   0.0   1.5   1   0   0   1   1   1   1 [GCF_000020645.1_ASM2064v1_protein.faa]
WP_012508538.1       -          ABC_tran             PF00005.25   6.8e-53  176.2   0.0   1.2e-26   91.2   0.0   3.7   4   0   0   4   4   2   2 [GCF_000020645.1_ASM2064v1_protein.faa]
WP_012508266.1       -          ABC_tran             PF00005.25   7.7e-49  163.1   0.1   1.3e-33  113.8   0.1   2.4   2   0   0   2   2   2   2 [GCF_000020645.1_ASM2064v1_protein.faa]
WP_012507551.1       -          ABC_tran             PF00005.25     2e-43  145.6  10.9   8.1e-24   82.0   0.1   3.9   4   0   0   4   4   2   2 [GCF_000020645.1_ASM2064v1_protein.faa]
WP_012507606.1       -          ABC_tran             PF00005.25   1.8e-37  126.2   0.0   2.9e-37  125.6   0.0   1.3   1   0   0   1   1   1   1 [GCF_000020645.1_ASM2064v1_protein.faa]
WP_012508687.1       -          ABC_tran             PF00005.25   2.6e-36  122.5   0.0   4.1e-36  121.9   0.0   1.3   1   0   0   1   1   1   1 [GCF_000020645.1_ASM2064v1_protein.faa]
