#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
WP_010078978.1       -          2-Hacid_dh           PF00389.28   6.4e-35  116.8   0.5   1.1e-34  116.0   0.5   1.4   1   0   0   1   1   1   1 [GCF_000023205.1_ASM2320v1_protein.faa]
WP_010079646.1       -          2-Hacid_dh           PF00389.28   4.7e-24   81.6   0.3   5.6e-24   81.4   0.3   1.1   1   0   0   1   1   1   1 [GCF_000023205.1_ASM2320v1_protein.faa]
WP_010078978.1       -          2-Hacid_dh_C         PF02826.17   4.9e-63  208.7   0.0     1e-62  207.6   0.0   1.6   1   0   0   1   1   1   1 [GCF_000023205.1_ASM2320v1_protein.faa]
WP_010079646.1       -          2-Hacid_dh_C         PF02826.17   5.2e-55  182.6   0.0   7.6e-55  182.0   0.0   1.2   1   0   0   1   1   1   1 [GCF_000023205.1_ASM2320v1_protein.faa]
WP_010079368.1       -          2-Hacid_dh_C         PF02826.17   1.9e-42  141.7   0.0   2.6e-42  141.2   0.0   1.1   1   0   0   1   1   1   1 [GCF_000023205.1_ASM2320v1_protein.faa]
WP_029248244.1       -          2-Hacid_dh_C         PF02826.17     8e-09   32.1   0.2   1.4e-08   31.3   0.2   1.3   1   0   0   1   1   1   1 [GCF_000023205.1_ASM2320v1_protein.faa]
WP_010078979.1       -          2-Hacid_dh_C         PF02826.17   6.2e-07   26.0   0.1     1e-06   25.3   0.1   1.3   1   0   0   1   1   1   1 [GCF_000023205.1_ASM2320v1_protein.faa]
WP_012750697.1       -          2-Hacid_dh_C         PF02826.17   1.1e-06   25.2   0.0   1.7e-06   24.5   0.0   1.3   1   0   0   1   1   0   0 [GCF_000023205.1_ASM2320v1_protein.faa]
WP_010079461.1       -          5_nucleotid_C        PF02872.16   4.5e-25   85.7   0.0   1.3e-24   84.2   0.0   1.8   1   0   0   1   1   1   1 [GCF_000023205.1_ASM2320v1_protein.faa]
WP_051497028.1       -          ABC_tran             PF00005.25   1.5e-63  210.4   0.0   9.3e-34  113.9   0.0   2.3   2   0   0   2   2   2   2 [GCF_000023205.1_ASM2320v1_protein.faa]
WP_010079623.1       -          ABC_tran             PF00005.25   2.2e-60  200.2   0.0   4.2e-33  111.8   0.0   2.2   2   0   0   2   2   2   2 [GCF_000023205.1_ASM2320v1_protein.faa]
WP_010078700.1       -          ABC_tran             PF00005.25   7.9e-56  185.4   0.2   5.5e-29   98.5   0.0   2.9   3   0   0   3   3   2   2 [GCF_000023205.1_ASM2320v1_protein.faa]
WP_010079290.1       -          ABC_tran             PF00005.25     6e-53  176.1   0.1   2.3e-27   93.2   0.0   2.7   2   0   0   2   2   2   2 [GCF_000023205.1_ASM2320v1_protein.faa]
WP_010078865.1       -          ABC_tran             PF00005.25   3.3e-51  170.4   0.0     9e-30  101.0   0.0   2.5   2   0   0   2   2   2   2 [GCF_000023205.1_ASM2320v1_protein.faa]
WP_012750756.1       -          ABC_tran             PF00005.25   1.1e-49  165.5   0.0   1.2e-31  107.1   0.0   2.2   2   0   0   2   2   2   2 [GCF_000023205.1_ASM2320v1_protein.faa]
WP_010080498.1       -          ABC_tran             PF00005.25   7.3e-46  153.1   0.0     7e-22   75.5   0.0   3.6   3   1   0   3   3   2   2 [GCF_000023205.1_ASM2320v1_protein.faa]
WP_012751147.1       -          ABC_tran             PF00005.25   8.1e-44  146.5   0.0   6.9e-21   72.2   0.0   3.0   2   2   0   2   2   2   2 [GCF_000023205.1_ASM2320v1_protein.faa]
WP_010078540.1       -          ABC_tran             PF00005.25   3.2e-39  131.6   0.0   1.7e-24   83.9   0.0   2.4   2   0   0   2   2   2   2 [GCF_000023205.1_ASM2320v1_protein.faa]
WP_012750857.1       -          ABC_tran             PF00005.25   1.2e-35  120.0   0.0   1.9e-35  119.4   0.0   1.3   1   0   0   1   1   1   1 [GCF_000023205.1_ASM2320v1_protein.faa]
WP_010080166.1       -          ABC_tran             PF00005.25   1.9e-35  119.4   0.0   2.4e-35  119.1   0.0   1.1   1   0   0   1   1   1   1 [GCF_000023205.1_ASM2320v1_protein.faa]
WP_002853962.1       -          ABC_tran             PF00005.25   2.5e-35  119.0   0.0   3.2e-35  118.7   0.0   1.1   1   0   0   1   1   1   1 [GCF_000023205.1_ASM2320v1_protein.faa]
WP_010079352.1       -          ABC_tran             PF00005.25   2.9e-35  118.8   0.0   3.7e-35  118.4   0.0   1.1   1   0   0   1   1   1   1 [GCF_000023205.1_ASM2320v1_protein.faa]
WP_010080251.1       -          ABC_tran             PF00005.25     1e-34  117.1   0.0   1.3e-34  116.7   0.0   1.1   1   0   0   1   1   1   1 [GCF_000023205.1_ASM2320v1_protein.faa]
WP_010079358.1       -          ABC_tran             PF00005.25   1.5e-33  113.2   0.0   2.4e-33  112.6   0.0   1.3   1   0   0   1   1   1   1 [GCF_000023205.1_ASM2320v1_protein.faa]
WP_010080547.1       -          ABC_tran             PF00005.25   2.9e-33  112.3   0.0   3.8e-33  111.9   0.0   1.1   1   0   0   1   1   1   1 [GCF_000023205.1_ASM2320v1_protein.faa]
