4442467.3	 3.098
4445106.3	 -0.566
4445130.3	 5.913
4445755.3	 -0.697
4445756.3	 -0.891
4445990.3	 7.243
4445993.3	 5.168
4445994.3	 5.611
4445996.3	 5.653
4446153.3	 8.674
4446341.3	 6.869
4446342.3	 8.376
4446406.3	 4.838
4446411.3	 0.541000000000001
4446412.3	 1.355
4448052.3	 7.059
4449103.3	 8.681
4449104.3	 5.648
4449249.3	 4.599
4449252.3	 3.418
4449255.3	 5.695
4449256.3	 3.841
4449258.3	 4.822
4449284.3	 6.712
4449356.3	 3.329
4449357.3	 2.646
4449358.3	 4.66
4449359.3	 5.301
4449360.3	 5.019
4449362.3	 5.122
4449363.3	 4.162
4449364.3	 5.038
4449365.3	 2.212
4449877.3	 5.235
4449956.3	 8.801
4450123.3	 7.086
4450124.3	 5.144
4450125.3	 7.445
4450126.3	 7.825
4450127.3	 8.025
4450249.3	 2.276
4450250.3	 0.711
4450328.3	 7.463
4450750.3	 4.526
4450752.3	 4.707
4451103.3	 6.088
4451104.3	 6.1
4451105.3	 6.1
4451106.3	 6.102
4451759.3	 5.941
4451761.3	 5.52
4453064.3	 7.166
4453083.3	 7.332
4453246.3	 8.739
4453247.3	 7.983
4453254.3	 8.62
4453257.3	 6.829
4453261.3	 7.359
4453274.3	 6.227
4453297.3	 6.776
4453374.3	 5.648
4453381.3	 3.903
4453406.3	 8.586
4453407.3	 6.688
4453433.3	 7.342
4453434.3	 7.879
4453435.3	 6.57
4453436.3	 7.746
4454153.3	 8.916
4460178.3	 8.072
4460179.3	 6.826
4460180.3	 7.346
4460182.3	 7.996
4460188.3	 7.323
4460189.3	 8.384
4460190.3	 5.468
4460441.3	 7.593
4461011.3	 8.784
4461013.3	 7.581
4461444.3	 1.515
4461452.3	 1.123
4461453.3	 1.221
4461455.3	 2.507
4461840.3	 8.813
4464073.3	 1.298
4464109.3	 1.884
4465556.3	 5.954
4465558.3	 4.682
4467029.3	 4.882
4467058.3	 5.132
4467059.3	 4.168
4478241.3	 6.264
4478242.3	 7.648
4478244.3	 3.412
4485218.3	 8.668
4485219.3	 8.967
4485981.3	 8.668
4485982.3	 8.967
4494598.3	 -0.0709999999999996
4494602.3	 -1.024
4494607.3	 4.978
4497349.3	 4.178
4501098.3	 0.945
4508401.3	 4.597
4508402.3	 1.618
4508403.3	 4.294
4508404.3	 5.035
4508831.3	 5.612
4510337.3	 5.004
4516288.3	 5.423
4516289.3	 6.881
4516290.3	 7.848
4516291.3	 6.98
4516292.3	 4.435
4516293.3	 5.99
4539094.3	 6.079
4539095.3	 5.55
4539502.3	 8.488
4539503.3	 5.868
4539504.3	 7.737
4539505.3	 7.802
4539506.3	 2.47
4539507.3	 8.772
4539508.3	 8.777
4539509.3	 7.813
4539510.3	 7.907
4539511.3	 8.545
4539512.3	 3.592
4539513.3	 8.71
4549766.3	 8.863
4549767.3	 8.721
4550960.3	 8.666
4554152.3	 3.3
4554153.3	 3.814
4554154.3	 3.076
4554155.3	 5.156
4554156.3	 2.868
4554157.3	 6.504
4554158.3	 3.14
4554159.3	 4.61
4557977.3	 -1.194
4557978.3	 3.763
4557983.3	 6.307
4557985.3	 4.824
4557987.3	 7.287
4557989.3	 4.034
4557990.3	 6.604
4557992.3	 5.469
4557993.3	 4.184
4557996.3	 6.179
4557997.3	 8.466
4557998.3	 4.546
4559109.3	 5.939
4621752.3	 8.696
4621753.3	 8.751
4621754.3	 8.755
4621755.3	 8.945
4621756.3	 9.093
4621757.3	 9
4621758.3	 6.797
4621759.3	 8.978
4621760.3	 8.544
4621761.3	 8.441
4621762.3	 7.98
4621763.3	 8.775
