4440036.3	 0.377
4440037.3	 1.028
4440038.3	 0.218
4440039.3	 1.119
4440041.3	 0.592
4440060.4	 1.047
4440061.3	 -0.246
4440067.3	 2.514
4440090.3	 0.549
4440102.3	 0.0950000000000001
4440144.4	 -0.261
4440145.4	 -1.091
4440279.3	 -1.317
4440280.3	 -0.642
4440281.3	 5.823
4440282.3	 -0.222
4440304.3	 -0.0229999999999996
4440305.3	 -0.207
4440306.3	 1.874
4440319.3	 -0.771
4440320.3	 0.1
4440321.3	 -0.026
4440322.3	 1.056
4440323.3	 -0.393
4440324.3	 1.135
4440325.3	 0.128
4440327.3	 0.261
4440328.3	 0.076
4440329.3	 6.739
4440358.3	 1.051
4440359.3	 0.772
4440360.3	 -0.309
4440361.3	 1.058
4440362.3	 1.81
4440363.3	 -0.997
4440364.3	 2.081
4440365.3	 -1.371
4440370.3	 -0.112
4440371.3	 -0.325
4440372.3	 0.067
4440373.3	 0.177
4440374.3	 0.35
4440375.3	 0.199
4440376.3	 0.285
4440377.3	 -0.532
4440379.3	 -0.247
4440380.3	 -0.236
4440381.3	 -0.317
4440411.3	 -1.759
4440412.3	 -0.076
4440413.3	 0.601
4440414.3	 -0.068
4440416.3	 0.737
4440417.3	 -0.458
4440419.3	 -0.357
4440420.3	 -0.236
4440421.3	 -1.067
4440422.3	 -0.483
4440423.3	 3.519
4440424.3	 0.495
4440425.3	 3.452
4440426.3	 -0.0690000000000002
4440427.3	 -0.239
4440428.3	 0.0399999999999998
4440429.3	 0.587
4440430.3	 1.368
4440431.3	 0.247
4440432.3	 0.225
4440433.3	 0.283
4440434.3	 1.144
4440435.3	 0.857
4440436.3	 -0.479
4440437.3	 2.958
4440438.3	 1.437
4440439.3	 -1.196
4440440.3	 3.519
4440960.3	 4.975
4440961.3	 4.318
4440973.3	 3.785
4441621.3	 1.874
4441622.3	 1.874
4441623.3	 -0.207
4441624.3	 1.056
4441625.3	 -0.0229999999999996
4441625.4	 -0.0229999999999996
4441626.3	 -0.0229999999999996
4441627.3	 -0.0229999999999996
4441628.3	 -0.0229999999999996
4441629.3	 -0.0229999999999996
4443711.3	 1.788
4443718.3	 2.626
4443719.3	 -0.253
4443720.3	 1.81
4443721.3	 -1.623
4443722.3	 1.051
4443723.3	 0.772
4443724.3	 -0.847999999999999
4443726.3	 1.058
4443765.3	 1.788
4459940.3	 3.031
4459941.3	 4.298
4467420.3	 7.371
4477803.3	 5.42
4477804.3	 6.082
4477805.3	 6.714
4477807.3	 7.315
4477872.3	 6.023
4477873.3	 6.066
4477874.3	 7.425
4477875.3	 6.733
4477876.3	 4.076
4477877.3	 6.66
4477899.3	 6.089
4477900.3	 5.365
4477901.3	 3.9
4477902.3	 5.92
4477903.3	 5.319
4477904.3	 5.92
4480719.3	 5.895
4480764.3	 6.474
4480776.3	 5.898
4480815.3	 7.12
4480859.3	 6.416
4480861.3	 6.585
4480863.3	 6.989
4480864.3	 7.058
4480865.3	 5.906
4480867.3	 6.427
4489630.3	 0.804
4489632.3	 -0.417
4489633.3	 0.001
4489635.3	 0.213
4489636.3	 -0.175
4489637.3	 -0.144
4489638.3	 0.98
4489643.3	 -1.455
4489645.3	 0.991
4489648.3	 2.57
4489649.3	 -2.116
4489654.3	 -1.746
4489655.3	 0.0670000000000002
4489656.3	 -2.649
4489661.3	 1.393
4489663.3	 0.697
4489665.3	 1.17
4489667.3	 -0.266
4494621.3	 7.532
4494623.3	 7.539
4494854.3	 7.532
4494855.3	 7.753
4494863.3	 7.715
4494888.3	 7.648
4497979.3	 -0.153
4497980.3	 -1.815
4497981.3	 1.73
4497982.3	 0.247999999999999
4497983.3	 0.001
4497984.3	 -0.237
4497985.3	 0.317
